Date,Experiment,Incubation,Housing,Core,Replicate,Analyte,Time,Depth,mV,mV.sd,mV.correct,N2O,N2O.shifted
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 4:59,2,6.075042725,0.00344093,6.356011972,0.011012701,0.010629568
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 5:00,2.5,5.940551758,0.004,6.22320511,0.007931884,0.007548751
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 5:00,3,5.853668213,0.004983974,6.13800567,0.005955451,0.005572318
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 5:00,3.5,5.729248047,0.003666061,6.015489275,0.00311335,0.002730217
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 5:01,4,5.697753906,0.003666061,5.985825683,0.002425222,0.002042089
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 5:01,4.5,5.664306641,0.00344093,5.954282189,0.001693485,0.001310352
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 5:02,5,5.599487305,0.00346987,5.891146958,0.000228891,0
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 5:02,5.5,5.607879639,0.002828427,5.901443063,0.000467737,0
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 5:03,6,5.598754883,0.003815757,5.894148856,0.000298528,0
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:04,-1,6.937071075,0.004983974,7.240885574,0.031539753,0.03167597
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:05,-0.5,6.978790283,0.004,7.284508553,0.032551707,0.032687924
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:05,0,6.898590088,0.002441311,7.206212129,0.030735408,0.030871625
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:06,0.5,6.81036377,0.003666061,7.119669916,0.028727826,0.028864043
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:06,1,6.627166748,0.004664761,6.938376665,0.024522235,0.024658452
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:07,1.5,6.388183594,0.003841875,6.70122406,0.019020835,0.019157052
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:07,2,6.191833496,0.004386343,6.506777734,0.014510123,0.01464634
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:07,2.5,5.934814453,0.004582576,6.25158924,0.008590331,0.008726548
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:08,3,5.806243896,0.0048,6.124849232,0.005650251,0.005786468
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:08,3.5,5.781280518,0.004142463,6.101643181,0.005111924,0.005248141
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:09,4,5.700378418,0.001959592,6.022644852,0.003279343,0.00341556
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:09,4.5,5.651855469,0.002712932,5.975952452,0.002196185,0.002332402
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:09,5,5.613067627,0.002374868,5.939068381,0.001340559,0.001476776
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:10,5.5,5.554473877,0.004386343,5.882158736,2.04E-05,0
29102020,Mangrove5,N2O,Treatment,3,7,N2O,2020-10-29 5:10,6,5.539215088,0.003841875,5.868657274,-0.000292818,0
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:13,-1,6.805236816,0.004142463,7.148810841,0.029403829,0.028824075
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:14,-0.5,6.916015625,0.003155947,7.261420199,0.032016109,0.031436355
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:14,0,6.836151123,0.002712932,7.183459468,0.030207598,0.029627844
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:15,0.5,6.747894287,0.004582576,7.096886737,0.028199308,0.027619554
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:15,1,6.513153076,0.003693237,6.863976075,0.022796311,0.022216557
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:16,1.5,6.238189697,0.004853865,6.590916467,0.01646195,0.015882196
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:16,2,6.040161133,0.002374868,6.394791674,0.011912301,0.011332547
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:16,2.5,5.946350098,0.004582576,6.302811188,0.009778564,0.009198809
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:17,3,5.830230713,0.0048,6.18844913,0.007125624,0.00654587
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:17,3.5,5.698028564,0.004651881,6.057931087,0.004097903,0.003518149
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:18,4,5.607727051,0.002374868,5.969313679,0.002042181,0.001462427
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:18,4.5,5.614715576,0.004308132,5.978059531,0.002245065,0.00166531
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:18,5,5.608825684,0.002374868,5.973853744,0.0021475,0.001567746
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:19,5.5,5.577362061,0.004331281,5.944074226,0.001456683,0.000876929
29102020,Mangrove5,N2O,Treatment,4,8,N2O,2020-10-29 5:19,6,5.5,0.004489989,5.868469492,-0.000297175,0
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:38,-1,5.66210938,0.004142463,5.96596605,0.013039571,0.013558161
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:38,-0.5,5.74282837,0.00344093,6.047393908,0.014360383,0.014878974
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:39,0,5.73565674,0.002441311,6.040903881,0.014255111,0.014773702
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:39,0.5,5.73074341,0.0014,6.036699419,0.014186912,0.014705503
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:39,1,5.69396973,0.003,6.000607343,0.013601475,0.014120066
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:40,1.5,5.5994873,0.004853865,5.90683378,0.012080407,0.012598997
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:40,2,5.65426636,0.00346987,5.962294444,0.012980015,0.013498606
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:41,2.5,5.96917725,0.004983974,6.277914202,0.018099572,0.018618163
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:41,3,6.07574463,0.003841875,6.385108657,0.019838336,0.020356927
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:41,3.5,5.86987305,0.003666061,6.179918681,0.016510021,0.017028612
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:42,4,5.3024292,0.003249615,5.613183699,0.007317211,0.007835802
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:42,4.5,5.04379272,0.004935585,5.355228822,0.003133016,0.003651606
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:43,5,4.96691895,0.003841875,5.279036656,0.001897129,0.00241572
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:43,5.5,4.89752197,0.003693237,5.210348544,0.000782963,0.001301554
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:44,6,4.84753418,0.003605551,5.161042357,-1.68E-05,0.000501776
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:44,6.5,4.84161377,0.001959592,5.155830815,-0.00010135,0
30102020,Mangrove6,[NH4 + NO3],Treatment,1,1,N2O,2020-10-30 4:44,7,4.78945923,0.003249615,5.104385143,-0.000935832,0
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:47,-1,5.696258545,0.002374868,6.015110495,0.013836725,0.013513307
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:47,-0.5,5.757476807,0.004237924,6.077037625,0.014841224,0.014517805
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:48,0,5.77154541,0.00337046,6.091787831,0.015080482,0.014757063
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:48,0.5,5.799041748,0.00344093,6.119993037,0.015537988,0.01521457
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:49,1,5.732635498,0.003693237,6.054268391,0.014471892,0.014148474
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:49,1.5,5.657897949,0.00346987,5.98023971,0.013271099,0.01294768
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:49,2,5.562957764,0.005656854,5.885981128,0.011742163,0.011418745
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:50,2.5,5.757415771,0.0014,6.081120739,0.014907455,0.014584036
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:50,3,6.131286621,0.003155947,6.455700457,0.020983381,0.020659963
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:51,3.5,6.164367676,0.003155947,6.489463115,0.021531033,0.021207615
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:51,4,5.87878418,0.004142463,6.204588487,0.016910182,0.016586763
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:52,4.5,5.442718506,0.004664761,5.769204417,0.009847969,0.009524551
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:52,5,5.118621826,0.004853865,5.44578934,0.004601966,0.004278548
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:52,5.5,4.910675049,0.001959592,5.238551431,0.001240433,0.000917014
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:53,6,4.878997803,0.0028,5.207555789,0.000737663,0
30102020,Mangrove6,[NH4 + NO3],Treatment,2,2,N2O,2020-10-30 4:53,6.5,4.82723999,0.003249615,5.156479579,-9.08E-05,0
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:55,-1,5.526763916,0.005,5.858893505,0.011302784,0.012755476
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:55,-0.5,5.643768311,0.003666061,5.976579504,0.013211728,0.014664419
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:56,0,5.613616943,0.004582576,5.947137003,0.012734151,0.014186842
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:56,0.5,5.632141113,0.004386343,5.966342777,0.013045681,0.014498373
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:57,1,5.592559814,0.004664761,5.927470346,0.012415145,0.013867836
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:57,1.5,5.572296143,0.005,5.907888278,0.012097511,0.013550203
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:58,2,5.577545166,0.0048,5.913846169,0.012194152,0.013646843
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:58,2.5,5.877746582,0.003,6.214729189,0.01707467,0.018527362
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:58,3,6.07434082,0.003666061,6.411950502,0.020273728,0.02172642
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:59,3.5,5.75881958,0.003736308,6.09713813,0.015167267,0.016619958
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 4:59,4,5.592956543,0.004386343,5.931956697,0.012487917,0.013940608
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 5:00,4.5,5.383361816,0.003815757,5.723070837,0.009099652,0.010552344
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 5:00,5,4.943084717,0.004270831,5.283475342,0.001969128,0.003421819
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 5:00,5.5,4.774291992,0.00346987,5.115391485,-0.000757302,0.000695389
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 5:01,6,4.745819092,0.003666061,5.08754566,-0.001208979,0
30102020,Mangrove6,[NH4 + NO3],Treatment,3,3,N2O,2020-10-30 5:01,6.5,4.715087891,0.004142463,5.057496063,-0.001696403,0
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:03,-1,5.520355225,0.004995998,5.865598868,0.01141155,0.013766236
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:03,-0.5,5.593566895,0.004737088,5.939492142,0.012610147,0.014964833
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:04,0,5.64541626,0.004386343,5.992050374,0.013462675,0.015817362
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:04,0.5,5.580322266,0.004935585,5.927665248,0.012418307,0.014772993
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:05,1,5.584686279,0.004853865,5.932710865,0.01250015,0.014854836
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:05,1.5,5.507598877,0.0048,5.856305066,0.011260798,0.013615484
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:06,2,5.421630859,0.003841875,5.771045916,0.009877839,0.012232526
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:06,2.5,5.567871094,0.004995998,5.917967755,0.012261007,0.014615693
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:06,3,5.75213623,0.002828427,6.102941759,0.015261406,0.017616092
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:07,3.5,5.67477417,0.003693237,6.026206774,0.014016714,0.016371401
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:07,4,5.146362305,0.0048,5.498503777,0.005457029,0.007811715
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:08,4.5,4.935394287,0.002712932,5.288217362,0.002046046,0.004400733
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:08,5,4.885955811,0.004237924,5.239487754,0.00125562,0.003610307
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:08,5.5,4.760253906,0.003841875,5.114412925,-0.000773175,0.001581512
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:09,6,4.729064941,0.004386343,5.083932827,-0.001267582,0.001087105
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:09,6.5,4.680786133,0.0048,5.036362887,-0.002039197,0
30102020,Mangrove6,[NH4 + NO3],Treatment,4,4,N2O,2020-10-30 5:10,7,4.641204834,0.005,4.997463192,-0.002670175,0
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:12,-1,5.599945068,0.004270831,5.960592953,0.012952415,0.012410157
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:13,-0.5,5.595825195,0.004664761,5.957181948,0.012897087,0.012354829
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:13,0,5.588439941,0.004737088,5.950423769,0.012787465,0.012245206
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:14,0.5,5.528167725,0.005,5.890860421,0.011821308,0.01127905
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:14,1,5.549743652,0.005688585,5.913117952,0.01218234,0.011640082
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:15,1.5,5.478668213,0.0048,5.842751381,0.011040949,0.01049869
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:15,2,5.448028564,0.004582576,5.812793335,0.01055501,0.010012751
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:15,2.5,5.753723145,0.0014,6.119196784,0.015525073,0.014982814
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:16,3,6.053527832,0.004386343,6.419683075,0.020399156,0.019856897
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:16,3.5,5.948120117,0.004664761,6.314929699,0.018699988,0.01815773
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:17,4,5.328796387,3.47E-18,5.696287573,0.00866521,0.008122952
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:17,4.5,5.025848389,0.004142463,5.393993914,0.003761811,0.003219552
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:17,5,4.889373779,0.003,5.25814638,0.001558275,0.001016017
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:18,5.5,4.834594727,0.001959592,5.204076195,0.000681222,0
30102020,Mangrove6,[NH4 + NO3],Treatment,1,5,N2O,2020-10-30 5:18,6,4.816833496,0.004630335,5.18694204,0.000403295,0
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:21,-1,5.688659668,0.003666061,6.063403117,0.014620063,0.013949135
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:21,-0.5,5.711730957,0.004454211,6.087183273,0.015005793,0.014334865
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:22,0,5.695770264,0.003249615,6.071931448,0.014758398,0.01408747
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:22,0.5,5.636535645,0.004489989,6.013323905,0.013807746,0.013136818
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:23,1,5.558654785,0.005,5.936124648,0.012555524,0.011884595
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:23,1.5,5.537384033,0.004935585,5.915562764,0.012221997,0.011551068
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:24,2,5.577392578,0.004853865,5.956198384,0.012881133,0.012210205
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:24,2.5,5.814422607,0.00344093,6.193937281,0.016737412,0.016066484
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:24,3,5.96975708,0.004853865,6.349953358,0.019268094,0.018597166
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:25,3.5,6.06842041,0.004270831,6.449271027,0.020879092,0.020208163
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:25,4,6.151885986,0.002374868,6.533418207,0.022244014,0.021573085
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:26,4.5,5.924835205,0.004270831,6.307076294,0.018572601,0.017901672
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:26,5,5.378601074,0.003841875,5.761469238,0.009722499,0.009051571
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:26,5.5,5.018829346,0.004582576,5.402379114,0.003897824,0.003226896
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:27,6,4.858551025,0.0044,5.242755132,0.001308619,0.000637691
30102020,Mangrove6,[NH4 + NO3],Treatment,2,6,N2O,2020-10-30 5:27,6.5,4.779296875,0.003666061,5.164128058,3.32E-05,0
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:29,-1,5.569763184,0.004386343,5.957211725,0.01289757,0.008163135
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:29,-0.5,5.61831665,0.003249615,6.006446794,0.013696195,0.00896176
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:30,0,5.621124268,0.004386343,6.00996328,0.013753234,0.0090188
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:30,0.5,5.597900391,0.004,5.987421007,0.013387584,0.008653149
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:31,1,5.524353027,0.0048,5.91458251,0.012206096,0.007471662
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:31,1.5,5.513153076,0.004963869,5.904064163,0.012035482,0.007301047
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:31,2,5.674316406,0.003666061,6.065936361,0.014661154,0.00992672
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:32,2.5,6.050445557,0.004489989,6.442692587,0.020772385,0.01603795
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:32,3,6.146453857,0.003,6.539409755,0.0223412,0.017606766
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:33,3.5,6.062835693,0.004270831,6.456473195,0.020995915,0.016261481
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:33,4,5.908447266,0.004270831,6.302793635,0.018503133,0.013768698
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:33,4.5,5.688690186,0.005,6.083745423,0.014950029,0.010215594
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:34,5,5.554229736,0.004983974,5.949966577,0.012780049,0.008045614
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:34,5.5,5.496307373,0.004853865,5.892725817,0.011851566,0.007117132
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:35,6,5.307037354,0.001959592,5.704164666,0.008792982,0.004058547
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:35,6.5,5.05355835,0.004983974,5.451312738,0.004691559,0
30102020,Mangrove6,[NH4 + NO3],Treatment,3,7,N2O,2020-10-30 5:36,7,5.058135986,0.004898979,5.456599241,0.00477731,0
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:38,-1,5.594512939,0.004898979,5.996247892,0.013530762,0.013392236
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:38,-0.5,5.591674805,0.004715931,5.994091362,0.013495781,0.013357255
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:38,0,5.696014404,0.002712932,6.0990853,0.015198851,0.015060325
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:39,0.5,5.712341309,0.0014,6.11603928,0.015473856,0.01533533
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:39,1,5.570373535,0.004853865,5.974780374,0.013182545,0.013044019
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:40,1.5,5.57208252,0.004898979,5.977170963,0.013221322,0.013082796
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:40,2,5.553985596,0.004898979,5.959755642,0.012938834,0.012800308
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:40,2.5,5.57144165,0.004664761,5.977920564,0.013233481,0.013094955
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:41,3,5.760406494,0.002828427,6.167567012,0.016309669,0.016171143
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:41,3.5,5.873718262,0.003249615,6.281533119,0.018158274,0.018019748
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:42,4,5.509002686,0.0048,5.917499147,0.012253406,0.01211488
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:42,4.5,5,0.004664761,5.409205329,0.00400855,0.003870024
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:42,5,4.877258301,0.002374868,5.287090705,0.002027771,0.001889245
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:43,5.5,4.81918335,0.00346987,5.229724622,0.001097256,0.00095873
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:43,6,4.801025391,0.001959592,5.212275531,0.00081422,0.000675694
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:44,6.5,4.789581299,0.002712932,5.201513042,0.000639646,0.00050112
30102020,Mangrove6,[NH4 + NO3],Treatment,4,8,N2O,2020-10-30 5:44,7,4.727111816,0.003841875,5.139725163,-0.000362594,0
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:49,-1,5.832214355,0.003155947,6.25237987,0.017685389,0.017601249
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:49,-0.5,5.826904297,0.003605551,6.24777868,0.017610755,0.017526614
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:50,0,5.827850342,0.002374868,6.249433593,0.017637598,0.017553458
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:50,0.5,5.712554932,0.001959592,6.134819787,0.015778488,0.015694348
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:51,1,5.626373291,0.004386343,6.049319749,0.014391622,0.014307482
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:51,1.5,5.46774292,0.004270831,5.891398246,0.011830032,0.011745892
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:51,2,5.321563721,0.0014,5.745900651,0.009469967,0.009385826
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:52,2.5,5.186309814,0.00346987,5.611355611,0.007287559,0.007203418
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:52,3,5.057434082,0.004853865,5.483161483,0.005208167,0.005124026
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:53,3.5,4.911560059,0.00344093,5.337996328,0.002853493,0.002769353
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:53,4,4.853271484,0.0028,5.280389357,0.001919071,0.001834931
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:53,4.5,4.866546631,0.003464102,5.294373371,0.002145901,0.00206176
30102020,Mangrove6,[NH4 + NO3],Control,1,1,N2O,2020-10-30 5:54,5,4.840942383,0.00344093,5.269450727,0.001741639,0.001657499
